time,open,high,low,close,vol
2023-06-28,69.25,70.60,68.93,69.86,"292,865"
2023-06-27,68.01,69.73,67.05,69.56,"368,295"
2023-06-26,69.49,70.15,67.50,67.70,"384,752"
2023-06-25,69.84,70.11,68.71,69.37,"280,116"
2023-06-22,69.53,69.65,67.35,69.16,"322,475"
2023-06-21,72.43,72.65,68.93,69.51,"421,348"
2023-06-20,70.90,72.72,70.80,72.53,"264,656"
2023-06-19,71.45,72.09,69.65,70.50,"430,492"
2023-06-15,70.55,71.89,69.95,71.78,"99,185"
2023-06-14,68.70,70.96,67.97,70.62,"115,613"
2023-06-13,69.35,70.49,68.07,68.27,"304,449"
2023-06-12,67.31,69.83,67.15,69.42,"366,354"
2023-06-11,70.27,70.33,66.80,67.12,"404,769"
2023-06-08,70.94,71.77,70.10,70.17,"300,724"
2023-06-07,72.47,73.28,69.03,71.29,"485,396"
2023-06-06,71.56,73.19,71.01,72.53,"299,127"
2023-06-05,71.99,72.33,70.13,71.74,"314,962"
2023-06-04,75.03,75.06,71.73,72.15,"383,943"
2023-06-01,70.21,72.17,70.00,71.74,"322,596"
2023-05-31,67.60,71.07,67.51,70.10,"395,393"
2023-05-30,69.62,69.69,67.03,68.09,"444,787"
2023-05-29,73.23,73.55,69.02,69.46,"440,862"
2023-05-25,71.89,73.05,71.49,72.67,"261,498"
2023-05-24,74.21,74.37,70.98,71.83,"422,637"
2023-05-23,73.77,74.73,73.13,74.34,"386,611"
2023-05-22,72.10,73.79,71.71,72.91,"317,586"
2023-05-21,71.70,72.36,70.55,71.99,"263,977"
2023-05-18,71.94,73.40,71.03,71.55,"69,949"
2023-05-17,72.75,72.87,71.42,71.86,"80,864"
2023-05-16,70.60,73.26,70.04,72.83,"273,708"
2023-05-15,71.32,71.79,70.45,70.86,"232,328"
2023-05-14,70.04,71.69,69.41,71.11,"259,013"
2023-05-11,71.42,71.78,69.93,70.04,"275,435"
2023-05-10,72.77,73.50,70.63,70.87,"365,892"
2023-05-09,73.58,73.89,71.80,72.56,"351,506"
2023-05-08,72.84,73.78,71.34,73.71,"317,493"
2023-05-07,71.35,73.69,71.04,73.16,"290,076"
2023-05-04,68.70,71.81,68.48,71.34,"330,585"
2023-05-03,68.16,69.84,63.64,68.56,"412,495"
2023-05-02,71.56,71.79,67.95,68.60,"490,523"
2023-05-01,75.76,76.11,71.42,71.66,"417,820"
2023-04-30,76.66,76.69,74.53,75.66,"215,017"
2023-04-27,74.91,76.92,73.93,76.78,"328,399"
2023-04-26,74.38,75.28,74.03,74.76,"345,880"
2023-04-25,77.08,77.93,74.05,74.30,"497,778"
2023-04-24,78.74,79.07,76.50,77.07,"361,646"
2023-04-23,77.97,79.18,76.72,78.76,"306,720"
2023-04-20,77.13,78.39,76.72,77.87,"291,114"
2023-04-19,78.87,78.89,76.97,77.29,"361,413"
2023-04-18,80.92,81.18,78.46,79.16,"78,310"
2023-04-17,81.00,81.48,79.87,80.86,"96,290"
2023-04-16,82.48,82.71,80.47,80.83,"217,048"
2023-04-13,82.40,83.12,81.76,82.52,"275,129"
2023-04-12,83.22,83.44,82.11,82.16,"261,230"
2023-04-11,81.44,83.53,81.28,83.26,"356,133"
2023-04-10,79.88,81.59,79.37,81.53,"309,683"
2023-04-09,80.50,81.22,79.61,79.74,"264,906"
2023-04-05,80.37,80.96,79.65,80.70,-
2023-04-04,81.01,81.24,79.72,80.61,"254,974"
2023-04-03,80.44,81.81,79.61,80.71,"343,570"
2023-04-02,80.10,81.69,79.00,80.42,"547,126"
2023-03-30,74.37,75.72,73.77,75.67,"304,361"
2023-03-29,72.98,74.63,72.61,74.37,"269,743"
2023-03-28,73.61,74.37,72.76,72.97,"312,669"
2023-03-27,72.86,73.93,72.19,73.20,"328,472"
2023-03-26,69.42,73.10,69.13,72.81,"353,598"
2023-03-23,69.51,70.38,66.82,69.26,"380,852"
2023-03-22,69.95,71.67,69.14,69.96,"335,241"
2023-03-21,69.48,71.31,68.89,70.90,"337,639"
2023-03-20,67.62,69.60,66.77,69.33,"409,495"
2023-03-19,66.62,67.70,64.12,67.64,"76,873"
2023-03-16,68.26,69.64,65.17,66.74,"152,255"
2023-03-15,68.22,69.38,65.71,68.35,"327,120"
2023-03-14,71.56,72.56,65.65,67.61,"555,164"
2023-03-13,74.70,74.90,70.78,71.33,"432,858"
2023-03-12,76.60,77.47,72.30,74.80,"457,423"
2023-03-10,75.65,77.11,74.77,76.68,"371,834"
2023-03-09,76.50,78.06,75.43,75.72,"349,960"
2023-03-08,77.32,77.73,76.11,76.66,"335,930"
2023-03-07,80.50,80.94,77.06,77.58,"398,241"
2023-03-06,79.92,80.63,78.32,80.46,"292,351"
2023-03-03,77.89,79.90,75.83,79.68,"374,201"
2023-03-02,77.74,78.59,77.23,78.16,"260,331"
2023-03-01,76.85,77.85,76.12,77.69,"342,121"
2023-02-28,75.76,77.83,75.55,77.05,"300,093"
2023-02-27,76.42,76.82,74.99,75.68,"266,091"
2023-02-24,75.60,76.63,74.09,76.32,"329,254"
2023-02-23,73.92,75.99,73.83,75.39,"333,838"
2023-02-22,76.11,76.55,73.80,73.95,"332,018"
2023-02-21,76.53,77.51,75.69,76.16,"402,351"
2023-02-17,78.07,78.25,75.06,76.34,"93,267"
2023-02-16,78.54,79.54,77.92,78.49,"117,600"
2023-02-15,78.83,79.15,77.25,78.59,"264,486"
2023-02-14,79.06,79.61,77.46,79.06,"299,938"
2023-02-13,79.94,80.62,78.45,80.14,"301,299"
2023-02-10,77.68,80.33,77.47,79.72,"356,062"
2023-02-09,78.45,78.84,76.52,78.06,"324,156"
2023-02-08,77.49,78.57,77.08,78.47,"353,468"
2023-02-07,74.57,77.60,74.35,77.14,"408,279"
2023-02-06,73.23,74.51,72.25,74.11,"380,028"
2023-02-03,75.92,78.00,73.10,73.39,"413,414"
2023-02-02,76.79,77.24,74.97,75.88,"339,755"
2023-02-01,79.06,79.73,76.05,76.41,"360,859"
2023-01-31,77.91,79.25,76.55,78.87,"312,734"
2023-01-30,80.04,80.49,77.66,77.90,"327,426"
2023-01-27,81.22,82.48,79.04,79.68,"367,588"
2023-01-26,80.48,82.14,79.92,81.01,"291,060"
2023-01-25,80.26,81.23,79.45,80.15,"297,234"
2023-01-24,81.62,82.22,79.66,80.13,"288,207"
2023-01-23,81.79,82.64,81.05,81.62,"297,076"
2023-01-20,80.60,81.64,79.69,81.31,"300,145"
2023-01-19,79.14,81.18,78.13,80.33,"58,863"
2023-01-18,80.97,82.38,78.94,79.48,"92,549"
2023-01-17,80.10,81.23,78.53,80.18,"312,275"
2023-01-13,78.32,80.11,77.97,79.86,"283,539"
2023-01-12,77.70,79.16,77.10,78.39,"307,705"
2023-01-11,74.78,77.84,74.31,77.41,"350,891"
2023-01-10,74.86,75.92,73.84,75.12,"307,430"
2023-01-09,73.47,76.74,73.47,74.63,"329,290"
2023-01-06,73.97,75.47,73.24,73.77,"258,128"
2023-01-05,73.25,74.92,72.46,73.67,"300,731"
2023-01-04,77.25,77.42,72.73,72.84,"352,434"
2023-01-03,80.57,81.50,76.60,76.93,"338,520"
2022-12-30,78.73,80.67,77.71,80.26,"205,909"
2022-12-29,78.82,78.82,76.79,78.40,"199,858"
2022-12-28,79.89,79.92,77.30,78.96,"207,717"
2022-12-27,79.90,81.18,79.16,79.53,"199,601"
2022-12-23,78.18,80.33,77.98,79.56,"237,711"
2022-12-22,78.43,79.90,77.03,77.49,"219,142"
2022-12-21,75.99,78.61,75.80,78.29,"234,624"
2022-12-20,75.70,76.75,74.31,76.09,"254,792"
2022-12-19,74.50,76.41,73.81,75.19,"69,348"
2022-12-16,76.37,76.57,73.33,74.29,"99,205"
2022-12-15,77.37,77.77,75.33,76.11,"224,663"
2022-12-14,75.27,77.75,74.90,77.28,"292,488"
2022-12-13,73.29,76.37,73.21,75.39,"352,858"
2022-12-12,71.79,73.99,70.25,73.17,"323,553"
2022-12-09,71.85,72.92,70.08,71.02,"356,722"
2022-12-08,72.38,75.44,71.12,71.46,"474,459"
2022-12-07,74.55,75.38,71.75,72.01,"392,236"
2022-12-06,77.35,77.88,73.41,74.25,"380,598"
2022-12-05,79.99,82.72,76.77,76.93,"346,657"
2022-12-02,81.47,82.22,79.65,79.98,"280,235"
2022-12-01,80.40,83.34,79.93,81.22,"321,432"
2022-11-30,79.00,81.38,78.40,80.55,"287,534"
2022-11-29,76.54,79.65,76.29,78.20,"381,869"
2022-11-28,75.93,77.84,73.60,77.24,"405,033"
2022-11-25,77.51,79.90,76.22,76.28,"266,451"
2022-11-23,81.08,81.95,76.83,77.94,"379,145"
2022-11-22,80.22,82.36,79.85,80.95,"269,615"
2022-11-21,80.30,80.30,75.08,79.73,"475,104"
2022-11-18,82.09,82.64,77.24,80.08,"96,583"
2022-11-17,85.22,85.45,81.40,81.64,"138,476"
2022-11-16,86.89,87.51,84.20,85.59,"225,668"
2022-11-15,85.25,88.68,84.06,86.92,"331,709"
2022-11-14,89.02,89.84,85.15,85.87,"315,450"
2022-11-11,86.27,90.10,86.18,88.96,"301,664"
2022-11-10,85.85,87.35,84.70,86.47,"340,007"
2022-11-09,88.57,89.24,85.50,85.83,"388,301"
2022-11-08,91.87,92.17,88.52,88.91,"344,223"
2022-11-07,91.00,93.74,90.40,91.79,"322,419"
2022-11-03,87.90,92.87,87.82,92.61,"354,060"
2022-11-02,89.35,89.67,87.60,88.17,"239,816"
2022-11-01,88.62,90.36,87.72,90.00,"280,961"
2022-10-31,86.43,89.45,85.92,88.37,"274,321"
2022-10-30,88.39,88.65,85.30,86.53,"285,342"
2022-10-27,88.67,88.76,87.08,87.90,"263,404"
2022-10-26,88.26,89.79,87.33,89.08,"292,556"
2022-10-25,85.07,88.41,84.14,87.91,"287,182"
2022-10-24,84.88,86.03,83.06,85.32,"240,441"
2022-10-23,85.24,85.92,82.63,84.58,"250,726"
2022-10-20,85.07,85.90,83.15,85.05,"272,803"
2022-10-19,85.94,88.17,85.22,85.98,"338,344"
2022-10-18,83.69,86.20,82.59,85.55,"71,309"
2022-10-17,85.70,86.51,82.09,82.82,"97,304"
2022-10-16,85.59,87.12,84.61,85.46,"172,020"
2022-10-13,89.27,89.73,85.20,85.61,"237,026"
2022-10-12,87.08,89.66,85.56,89.11,"298,032"
2022-10-11,88.67,90.07,86.28,87.27,"332,271"
2022-10-10,91.14,91.35,87.91,89.35,"333,158"
2022-10-09,93.48,93.64,90.54,91.13,"289,508"
2022-10-06,88.93,93.31,88.00,92.64,"429,162"
2022-10-05,88.08,89.07,87.04,88.45,"235,296"
2022-10-04,86.37,88.42,85.42,87.76,"329,790"
2022-10-03,83.22,86.98,83.22,86.52,"302,549"
2022-10-02,81.02,84.56,80.87,83.63,"287,168"
2022-09-29,81.74,82.56,79.14,79.49,"253,154"
2022-09-28,81.90,82.94,80.34,81.23,"286,126"
2022-09-27,78.08,82.34,76.55,82.15,"324,678"
2022-09-26,76.47,79.51,76.42,78.50,"283,614"
2022-09-25,79.23,80.31,76.25,76.71,"280,927"
2022-09-22,83.54,83.92,78.04,78.74,"334,271"
2022-09-21,83.07,86.00,82.40,83.49,"303,492"
2022-09-20,84.25,86.68,82.49,82.94,"339,683"
2022-09-19,85.61,86.45,83.52,84.45,"279,813"
2022-09-18,85.21,86.22,82.10,85.73,"59,626"
2022-09-15,85.16,86.59,84.27,85.11,"87,829"
2022-09-14,88.91,89.15,84.53,85.10,"235,358"
2022-09-13,87.94,90.19,86.18,88.48,"335,381"
2022-09-12,88.09,89.31,85.06,87.31,"347,998"
2022-09-11,86.25,89.10,85.16,87.78,"275,104"
2022-09-08,82.80,87.20,82.71,86.79,"305,188"
2022-09-07,81.91,84.25,81.20,83.54,"342,763"
2022-09-06,86.93,87.76,81.50,81.94,"380,781"
2022-09-05,86.84,90.39,86.18,86.88,"420,255"
2022-09-01,86.56,89.66,86.35,86.87,"277,533"
2022-08-31,88.83,89.63,85.98,86.61,"305,106"
2022-08-30,92.31,92.73,88.27,89.55,"344,147"
2022-08-29,96.90,97.66,90.54,91.64,"386,272"
2022-08-28,92.96,97.37,92.29,97.01,"283,463"
2022-08-25,93.06,94.02,91.08,93.06,"288,392"
2022-08-24,95.35,95.76,92.29,92.52,"279,877"
2022-08-23,93.78,95.40,92.79,94.89,"320,388"
2022-08-22,90.55,94.22,90.42,93.74,"285,607"
2022-08-21,89.65,91.26,86.60,90.23,"352,665"
2022-08-18,90.39,92.09,88.38,90.77,"58,714"
2022-08-17,87.39,91.46,87.32,90.50,"80,029"
2022-08-16,87.10,89.16,85.88,88.11,"230,346"
2022-08-15,87.93,90.65,85.73,86.53,"305,366"
2022-08-14,91.94,92.10,86.82,89.41,"275,443"
2022-08-11,94.09,94.81,91.16,92.09,"264,953"
2022-08-10,91.55,95.05,91.24,94.34,"341,234"
2022-08-09,90.51,92.43,87.66,91.93,"383,766"
2022-08-08,90.69,92.65,89.05,90.50,"347,045"
2022-08-07,88.46,90.89,87.22,90.76,"340,157"
2022-08-04,88.06,90.76,87.01,89.01,"350,016"
2022-08-03,90.95,91.90,87.55,88.54,"334,931"
2022-08-02,93.83,96.57,90.38,90.66,"395,099"
2022-08-01,93.75,96.47,92.59,94.42,"328,538"
2022-07-31,98.46,98.65,92.42,93.89,"365,293"
2022-07-28,97.30,101.88,96.41,98.62,"349,374"
2022-07-27,98.17,99.84,96.04,96.42,"318,403"
2022-07-26,95.60,98.59,94.30,97.26,"321,903"
2022-07-25,96.33,99.00,94.76,94.98,"310,043"
2022-07-24,95.10,96.94,93.01,96.70,"278,998"
2022-07-21,96.51,97.95,94.23,94.70,"307,568"
2022-07-20,99.91,99.99,94.59,96.35,"318,911"
2022-07-19,103.60,104.39,101.51,102.26,"315,620"
2022-07-18,102.00,104.46,99.85,104.22,"63,149"
2022-07-17,97.27,102.80,95.85,102.60,"84,669"
2022-07-14,96.39,99.03,94.57,97.59,"240,766"
2022-07-13,96.57,97.00,90.56,95.78,"387,528"
2022-07-12,95.89,97.96,93.67,96.30,"347,193"
2022-07-11,103.46,103.49,95.35,95.84,"398,552"
2022-07-10,104.79,105.05,100.89,104.09,"348,566"
2022-07-07,102.22,105.24,101.51,104.79,"327,461"
2022-07-06,98.22,104.48,96.57,102.73,"379,861"
2022-07-05,100.36,102.14,95.10,98.53,"444,106"
2022-07-04,108.80,111.45,97.43,99.50,"594,215"
2022-06-30,106.01,109.34,104.56,108.43,"305,338"
2022-06-29,109.70,110.45,105.10,105.76,"362,890"
2022-06-28,111.86,114.05,109.22,109.78,"322,060"
2022-06-27,110.18,112.22,109.62,111.76,"306,748"
2022-06-26,107.22,110.54,105.60,109.57,"282,914"
2022-06-23,103.99,108.58,103.64,107.62,"321,591"
2022-06-22,104.42,107.05,102.32,104.27,"346,362"
2022-06-21,109.54,109.76,101.53,106.19,"432,724"
2022-06-20,110.58,112.47,108.72,110.65,"427,262"
2022-06-16,117.08,118.97,108.25,109.56,"103,149"
2022-06-15,115.98,118.08,112.31,117.59,"162,543"
2022-06-14,119.07,119.61,114.60,115.31,"301,750"
2022-06-13,121.09,123.68,116.62,118.93,"366,320"
2022-06-12,120.19,122.25,117.47,120.93,"372,403"
2022-06-09,121.46,122.75,118.33,120.67,"352,906"
2022-06-08,122.43,122.72,120.79,121.51,"293,295"
2022-06-07,119.79,123.18,119.30,122.11,"340,591"
2022-06-06,119.10,120.36,117.14,119.41,"341,694"
2022-06-05,120.82,120.99,117.63,118.50,"246,825"
2022-06-02,117.55,120.46,115.23,118.87,"240,831"
2022-06-01,114.80,117.77,111.20,116.87,"327,600"
2022-05-31,115.40,117.87,114.58,115.26,"290,530"
2022-05-30,114.96,119.98,114.15,114.67,"440,796"
2022-05-26,114.20,115.30,112.85,115.07,"217,281"
2022-05-25,110.69,114.83,110.27,114.09,"234,752"
2022-05-24,110.39,111.68,109.23,110.33,"191,370"
2022-05-23,110.41,111.43,108.61,109.77,"224,794"
2022-05-22,110.56,111.96,109.15,110.29,"215,623"
2022-05-19,111.45,114.04,110.85,113.23,"229,930"
2022-05-18,109.09,112.62,105.13,112.21,"68,511"
2022-05-17,113.66,115.42,108.46,109.59,"103,669"
2022-05-16,113.87,115.56,111.75,112.40,"252,630"
2022-05-15,110.98,114.90,108.11,114.20,"289,127"
2022-05-12,106.65,110.64,106.29,110.49,"240,989"
2022-05-11,105.63,107.37,102.66,106.13,"323,547"
2022-05-10,99.00,106.44,98.20,105.71,"382,701"
2022-05-09,102.65,104.16,98.86,99.76,"389,750"
2022-05-08,110.43,110.49,102.13,103.09,"368,183"
2022-05-05,108.70,111.18,107.24,109.77,"294,278"
2022-05-04,107.58,111.37,106.45,108.26,"286,916"
2022-05-03,103.50,108.61,102.95,107.81,"272,909"
2022-05-02,105.08,105.80,102.10,102.41,"239,266"
2022-05-01,104.00,105.94,100.28,105.17,"261,878"
2022-04-28,105.17,107.99,103.78,104.69,"294,386"
2022-04-27,102.11,105.68,100.13,105.36,"312,064"
2022-04-26,101.76,102.99,99.80,102.02,"278,781"
2022-04-25,98.64,102.78,97.06,101.70,"351,850"
2022-04-24,101.38,101.55,95.28,98.54,"328,153"
2022-04-21,104.07,104.22,101.06,102.07,"246,116"
2022-04-20,102.50,105.42,102.01,103.79,"280,321"
2022-04-19,103.05,104.16,100.70,102.75,"299,028"
2022-04-18,107.75,108.92,102.10,102.56,"71,792"
2022-04-17,107.03,109.81,106.00,108.21,"68,489"
2022-04-13,104.20,107.64,102.12,106.95,"244,952"
2022-04-12,100.91,104.47,99.87,104.25,"312,502"
2022-04-11,95.17,101.35,94.84,100.60,"329,037"
2022-04-10,98.40,98.52,92.93,94.29,"315,873"
2022-04-07,97.17,98.76,95.29,98.26,"310,082"
2022-04-06,97.16,98.82,93.81,96.03,"367,318"
2022-04-05,101.24,104.02,95.73,96.23,"366,036"
2022-04-04,103.66,105.59,99.88,101.96,"280,283"
2022-04-03,98.95,103.94,98.05,103.28,"288,131"
2022-03-31,101.23,101.75,97.78,99.27,"324,777"
2022-03-30,107.45,107.80,99.66,100.28,"450,845"
2022-03-29,105.24,108.75,104.55,107.82,"284,544"
2022-03-28,103.47,107.84,98.44,104.24,"387,200"
2022-03-27,112.92,112.93,102.83,105.96,"372,251"
2022-03-24,111.75,114.12,108.68,113.90,"320,304"
2022-03-23,114.47,116.64,110.61,112.34,"307,238"
2022-03-22,108.85,115.40,108.38,114.93,"289,182"
2022-03-21,112.90,115.01,109.30,111.76,"318,629"
2022-03-20,105.13,112.69,104.08,112.12,"77,217"
2022-03-17,103.62,106.28,102.30,104.70,"74,247"
2022-03-16,95.34,104.24,94.85,102.98,"210,763"
2022-03-15,95.23,99.22,94.07,95.04,"293,947"
2022-03-14,102.28,102.58,93.53,96.44,"401,690"
2022-03-13,109.42,109.72,99.76,103.01,"344,184"
2022-03-11,105.99,110.29,104.48,109.33,"368,194"
2022-03-10,110.41,114.88,105.53,106.02,"437,924"
2022-03-09,124.66,126.84,103.63,108.70,"594,773"
2022-03-08,120.67,129.44,117.07,123.70,"583,106"
2022-03-07,121.33,130.50,115.54,119.40,"576,022"
2022-03-04,107.96,116.02,107.25,115.68,"493,875"
2022-03-03,111.33,116.57,106.43,107.67,"592,031"
2022-03-02,107.12,112.51,105.18,110.60,"651,853"
2022-03-01,96.09,106.78,95.32,103.41,"698,814"
2022-02-28,94.99,99.10,94.43,95.72,"490,796"
2022-02-25,93.32,95.64,90.06,91.59,"523,793"
2022-02-24,92.52,100.54,91.45,92.81,"872,244"
2022-02-23,91.74,93.90,90.64,92.10,"440,574"
2022-02-22,91.75,96.00,90.35,92.35,"789,041"
2022-02-18,91.63,92.66,89.03,91.07,"150,382"
2022-02-17,90.90,93.36,90.62,91.76,"212,552"
2022-02-16,92.21,95.01,90.00,93.66,"401,453"
2022-02-15,94.83,95.17,90.66,92.07,"442,641"
2022-02-14,93.91,95.82,92.09,95.46,"467,071"
2022-02-11,90.00,94.66,89.19,93.10,"554,423"
2022-02-10,90.01,91.74,89.03,89.88,"492,091"
2022-02-09,89.86,90.58,88.41,89.66,"445,618"
2022-02-08,91.64,91.68,88.51,89.36,"467,386"
2022-02-07,91.82,92.73,90.73,91.32,"497,754"
2022-02-04,90.19,93.17,90.07,92.31,"410,926"
2022-02-03,87.98,90.45,86.75,90.27,"465,771"
2022-02-02,88.35,89.72,87.10,88.26,"456,863"
2022-02-01,88.15,88.87,86.55,88.20,"376,841"
2022-01-31,87.45,88.39,86.34,88.15,"359,080"
2022-01-28,87.50,88.84,86.44,86.82,"436,172"
2022-01-27,87.15,88.54,86.20,86.61,"427,804"
2022-01-26,85.26,87.95,85.01,87.35,"459,642"
2022-01-25,84.15,85.71,82.99,85.60,"507,219"
2022-01-24,84.91,86.09,81.90,83.31,"511,695"
2022-01-21,84.57,85.56,82.78,85.14,"509,103"
2022-01-20,86.23,87.82,86.00,86.90,"532,202"
2022-01-19,86.61,87.91,85.77,86.96,"113,153"
2022-01-18,84.32,86.63,83.50,85.43,"163,643"
2022-01-14,81.73,84.45,81.58,83.82,"364,442"
2022-01-13,82.82,82.94,81.39,82.12,"364,769"
2022-01-12,81.38,83.10,81.17,82.64,"420,619"
2022-01-11,78.42,81.59,78.36,81.22,"481,815"
2022-01-10,78.88,79.45,77.83,78.23,"389,956"
2022-01-07,79.62,80.47,78.52,78.90,"414,434"
2022-01-06,77.24,80.24,76.73,79.46,"476,665"
2022-01-05,77.18,78.58,76.51,77.85,"397,898"
2022-01-04,76.02,77.64,75.70,76.99,"372,848"
2022-01-03,75.69,76.46,74.27,76.08,"317,628"
2021-12-31,76.66,77.08,74.95,75.21,"237,118"
2021-12-30,76.58,77.44,75.78,76.99,"231,163"
2021-12-29,76.04,77.37,75.36,76.56,"283,557"
2021-12-28,75.97,76.92,75.53,75.98,"249,728"
2021-12-27,73.38,76.09,72.57,75.57,"268,490"
2021-12-23,73.03,73.95,72.27,73.79,"270,223"
2021-12-22,71.27,73.16,70.80,72.76,"306,709"
2021-12-21,69.21,71.55,68.56,71.12,"358,779"
2021-12-20,70.07,70.07,66.04,68.23,"492,217"
2021-12-17,71.92,72.26,69.89,70.86,"78,125"
2021-12-16,71.48,72.99,71.03,72.38,"142,541"
2021-12-15,70.35,71.66,69.39,70.87,"294,337"
2021-12-14,71.12,72.03,69.51,70.73,"359,454"
2021-12-13,72.04,73.00,70.71,71.29,"406,604"
2021-12-10,70.68,72.33,70.32,71.67,"397,883"
2021-12-09,72.52,73.34,70.39,70.94,"393,205"
2021-12-08,71.86,73.00,70.91,72.36,"464,846"
2021-12-07,69.72,73.03,69.52,72.05,"496,528"
2021-12-06,67.02,70.15,66.72,69.49,"401,060"
2021-12-03,67.50,69.22,65.60,66.26,"449,974"
